DIV_NUM,DIV_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_ENROLLMENT_CNT
96,Wise County ,5,M,N,N,N,97,67
96,Wise County ,5,M,N,N,Y,95,48
96,Wise County ,5,M,Y,N,Y,12,4
97,Wythe County ,5,F,N,N,N,76,70
97,Wythe County ,5,F,N,N,Y,41,28
97,Wythe County ,5,M,N,N,N,86,59
97,Wythe County ,5,M,N,N,Y,36,20
98,York County ,2,F,N,N,N,27,24
98,York County ,3,F,N,N,N,52,47
98,York County ,3,F,N,N,Y,11,8
98,York County ,4,F,N,N,N,23,17
98,York County ,5,F,N,N,N,311,260
98,York County ,5,F,Y,N,N,12,5
98,York County ,99,F,N,N,N,27,18
98,York County ,2,M,N,N,N,22,20
98,York County ,3,M,N,N,N,42,35
98,York County ,3,M,N,N,Y,11,8
98,York County ,4,M,N,N,N,29,21
98,York County ,5,M,N,N,N,279,201
98,York County ,5,M,N,N,Y,15,5
98,York County ,5,M,Y,N,N,26,10
98,York County ,99,M,N,N,N,30,20
101,Alexandria City ,2,F,N,N,N,11,10
101,Alexandria City ,3,F,N,N,N,42,36
101,Alexandria City ,3,F,N,N,Y,64,44
101,Alexandria City ,3,F,N,Y,Y,20,13
101,Alexandria City ,4,F,N,N,N,12,9
101,Alexandria City ,4,F,N,N,Y,35,28
101,Alexandria City ,4,F,N,Y,Y,38,14
101,Alexandria City ,5,F,N,N,N,72,69
101,Alexandria City ,3,M,N,N,N,22,14
101,Alexandria City ,3,M,N,N,Y,50,31
101,Alexandria City ,3,M,N,Y,Y,14,9
101,Alexandria City ,4,M,N,N,N,19,9
101,Alexandria City ,4,M,N,N,Y,17,10
101,Alexandria City ,4,M,N,Y,Y,50,12
101,Alexandria City ,5,M,N,N,N,57,46
102,Bristol City ,5,F,N,N,N,32,31
102,Bristol City ,5,F,N,N,Y,17,9
102,Bristol City ,5,M,N,N,N,29,22
102,Bristol City ,5,M,N,N,Y,29,11
103,Buena Vista City ,5,F,N,N,N,14,9
103,Buena Vista City ,5,M,N,N,N,22,10
104,Charlottesville City ,3,F,N,N,N,12,8
104,Charlottesville City ,3,F,N,N,Y,26,13
104,Charlottesville City ,5,F,N,N,N,52,44
104,Charlottesville City ,5,F,N,N,Y,12,6
104,Charlottesville City ,3,M,N,N,Y,14,8
104,Charlottesville City ,5,M,N,N,N,43,30
106,Colonial Heights City ,5,F,N,N,N,53,46
106,Colonial Heights City ,5,M,N,N,N,50,33
106,Colonial Heights City ,5,M,N,N,Y,13,6
107,Covington City ,5,F,N,N,N,10,9
107,Covington City ,5,M,N,N,N,16,12
108,Danville City ,3,F,N,N,N,63,38
108,Danville City ,3,F,N,N,Y,57,26
108,Danville City ,5,F,N,N,N,40,26
108,Danville City ,3,M,N,N,N,66,39
108,Danville City ,3,M,N,N,Y,37,16
108,Danville City ,5,M,N,N,N,35,24
109,Falls Church City ,5,F,N,N,N,56,48
109,Falls Church City ,5,M,N,N,N,49,41
109,Falls Church City ,5,M,Y,N,N,14,14
109,Falls Church City ,99,M,N,N,N,10,10
110,Fredericksburg City ,3,F,N,N,N,33,25
110,Fredericksburg City ,3,F,N,N,Y,30,16
110,Fredericksburg City ,5,F,N,N,N,47,43
110,Fredericksburg City ,3,M,N,N,N,19,12
110,Fredericksburg City ,3,M,N,N,Y,18,10
110,Fredericksburg City ,5,M,N,N,N,40,29
111,Galax City ,5,F,N,N,N,26,24
111,Galax City ,4,M,N,Y,Y,10,3
111,Galax City ,5,M,N,N,N,23,20
112,Hampton City ,3,F,N,N,N,162,119
112,Hampton City ,3,F,N,N,Y,222,147
112,Hampton City ,3,F,Y,N,Y,12,5
112,Hampton City ,4,F,N,N,N,22,14
112,Hampton City ,4,F,N,N,Y,13,10
112,Hampton City ,5,F,N,N,N,110,76
112,Hampton City ,5,F,N,N,Y,49,23
112,Hampton City ,5,F,Y,N,N,11,4
112,Hampton City ,99,F,N,N,N,22,14
112,Hampton City ,99,F,N,N,Y,20,15
112,Hampton City ,3,M,N,N,N,195,120
112,Hampton City ,3,M,N,N,Y,177,69
112,Hampton City ,3,M,Y,N,N,18,9
112,Hampton City ,3,M,Y,N,Y,26,11
112,Hampton City ,4,M,N,N,N,11,6
112,Hampton City ,5,M,N,N,N,101,52
112,Hampton City ,5,M,N,N,Y,36,13
112,Hampton City ,5,M,Y,N,N,12,2
112,Hampton City ,99,M,N,N,N,15,10
113,Harrisonburg City ,3,F,N,N,Y,15,8
113,Harrisonburg City ,4,F,N,N,Y,11,4
113,Harrisonburg City ,4,F,N,Y,Y,47,22
113,Harrisonburg City ,5,F,N,N,N,24,22
113,Harrisonburg City ,3,M,N,N,Y,10,3
113,Harrisonburg City ,4,M,N,Y,Y,43,11
113,Harrisonburg City ,5,M,N,N,N,32,23
113,Harrisonburg City ,5,M,N,N,Y,13,5
113,Harrisonburg City ,5,M,N,Y,Y,12,6
114,Hopewell City ,3,F,N,N,N,13,7
114,Hopewell City ,3,F,N,N,Y,45,12
114,Hopewell City ,5,F,N,N,N,26,13
114,Hopewell City ,5,F,N,N,Y,13,4
114,Hopewell City ,3,M,N,N,N,22,9
114,Hopewell City ,3,M,N,N,Y,39,18
114,Hopewell City ,5,M,N,N,N,18,9
114,Hopewell City ,5,M,N,N,Y,16,5
115,Lynchburg City ,3,F,N,N,N,36,26
115,Lynchburg City ,3,F,N,N,Y,83,46
115,Lynchburg City ,5,F,N,N,N,73,62
115,Lynchburg City ,5,F,N,N,Y,21,16
115,Lynchburg City ,3,M,N,N,N,31,17
115,Lynchburg City ,3,M,N,N,Y,56,24
115,Lynchburg City ,5,M,N,N,N,94,63
115,Lynchburg City ,5,M,N,N,Y,26,13
116,Martinsville City ,3,F,N,N,N,19,13
116,Martinsville City ,3,F,N,N,Y,27,20
116,Martinsville City ,5,F,N,N,N,10,8
116,Martinsville City ,3,M,N,N,N,16,12
116,Martinsville City ,3,M,N,N,Y,18,11
116,Martinsville City ,5,M,N,N,N,22,15
117,Newport News City ,2,F,N,N,N,12,6
117,Newport News City ,3,F,N,N,N,162,111
117,Newport News City ,3,F,N,N,Y,259,147
117,Newport News City ,3,F,Y,N,N,10,3
117,Newport News City ,3,F,Y,N,Y,28,15
117,Newport News City ,4,F,N,N,N,30,23
117,Newport News City ,4,F,N,N,Y,28,20
117,Newport News City ,5,F,N,N,N,201,144
117,Newport News City ,5,F,N,N,Y,42,20
117,Newport News City ,99,F,N,N,N,11,11
117,Newport News City ,99,F,N,N,Y,13,8
117,Newport News City ,2,M,N,N,N,10,6
117,Newport News City ,3,M,N,N,N,148,92
117,Newport News City ,3,M,N,N,Y,206,97
117,Newport News City ,3,M,Y,N,N,15,4
117,Newport News City ,3,M,Y,N,Y,34,7
117,Newport News City ,4,M,N,N,N,30,13
117,Newport News City ,4,M,N,N,Y,27,11
117,Newport News City ,4,M,N,Y,Y,16,5
117,Newport News City ,5,M,N,N,N,165,95
117,Newport News City ,5,M,N,N,Y,41,18
117,Newport News City ,5,M,Y,N,N,12,4
117,Newport News City ,99,M,N,N,N,10,8
118,Norfolk City ,2,F,N,N,N,11,11
118,Norfolk City ,3,F,N,N,N,177,119
118,Norfolk City ,3,F,N,N,Y,319,187
118,Norfolk City ,3,F,Y,N,Y,15,7
118,Norfolk City ,4,F,N,N,N,22,15
118,Norfolk City ,4,F,N,N,Y,15,8
118,Norfolk City ,5,F,N,N,N,145,106
118,Norfolk City ,5,F,N,N,Y,31,15
118,Norfolk City ,99,F,N,N,N,22,16
118,Norfolk City ,99,F,N,N,Y,22,9
118,Norfolk City ,2,M,N,N,N,14,10
118,Norfolk City ,3,M,N,N,N,174,95
118,Norfolk City ,3,M,N,N,Y,224,100
118,Norfolk City ,3,M,Y,N,N,11,7
118,Norfolk City ,3,M,Y,N,Y,19,7
118,Norfolk City ,4,M,N,N,N,23,13
118,Norfolk City ,4,M,N,N,Y,12,7
118,Norfolk City ,5,M,N,N,N,150,80
118,Norfolk City ,5,M,N,N,Y,24,8
118,Norfolk City ,99,M,N,N,N,21,11
118,Norfolk City ,99,M,N,N,Y,13,6
119,Norton City ,5,F,N,N,Y,10,6
119,Norton City ,5,M,N,N,N,14,12
119,Norton City ,5,M,N,N,Y,14,8
120,Petersburg City ,3,F,N,N,N,51,35
120,Petersburg City ,3,F,N,N,Y,43,29
120,Petersburg City ,3,M,N,N,N,50,28
120,Petersburg City ,3,M,N,N,Y,34,11
121,Portsmouth City ,3,F,N,N,N,153,92
121,Portsmouth City ,3,F,N,N,Y,191,103
121,Portsmouth City ,3,F,Y,N,Y,10,3
121,Portsmouth City ,5,F,N,N,N,46,26
121,Portsmouth City ,5,F,N,N,Y,19,11
121,Portsmouth City ,99,F,N,N,N,12,7
121,Portsmouth City ,99,F,N,N,Y,15,8
121,Portsmouth City ,3,M,N,N,N,122,55
121,Portsmouth City ,3,M,N,N,Y,125,59
121,Portsmouth City ,3,M,Y,N,N,12,5
121,Portsmouth City ,3,M,Y,N,Y,16,2
121,Portsmouth City ,5,M,N,N,N,71,32
122,Radford City ,5,F,N,N,N,28,24
122,Radford City ,5,F,N,N,Y,11,8
122,Radford City ,5,M,N,N,N,31,25
123,Richmond City ,3,F,N,N,N,95,66
123,Richmond City ,3,F,N,N,Y,353,195
123,Richmond City ,3,F,Y,N,Y,36,14
123,Richmond City ,4,F,N,N,Y,11,5
123,Richmond City ,5,F,N,N,N,45,36
123,Richmond City ,5,F,N,N,Y,10,6
123,Richmond City ,3,M,N,N,N,94,47
123,Richmond City ,3,M,N,N,Y,225,90
123,Richmond City ,3,M,Y,N,N,18,11
123,Richmond City ,3,M,Y,N,Y,53,12
123,Richmond City ,5,M,N,N,N,32,24
123,Richmond City ,5,M,N,N,Y,10,5
124,Roanoke City ,3,F,N,N,N,82,57
124,Roanoke City ,3,F,N,N,Y,83,38
124,Roanoke City ,5,F,N,N,N,86,65
124,Roanoke City ,5,F,N,N,Y,41,21
124,Roanoke City ,99,F,N,N,Y,11,7
124,Roanoke City ,3,M,N,N,N,69,35
124,Roanoke City ,3,M,N,N,Y,73,25
124,Roanoke City ,5,M,N,N,N,77,50
124,Roanoke City ,5,M,N,N,Y,38,12
126,Staunton City ,5,F,N,N,N,52,40
126,Staunton City ,5,F,N,N,Y,16,7
126,Staunton City ,3,M,N,N,Y,10,4
126,Staunton City ,5,M,N,N,N,42,27
127,Suffolk City ,3,F,N,N,N,144,104
127,Suffolk City ,3,F,N,N,Y,117,72
127,Suffolk City ,4,F,N,N,N,18,13
127,Suffolk City ,5,F,N,N,N,115,85
127,Suffolk City ,5,F,N,N,Y,12,6
127,Suffolk City ,99,F,N,N,N,11,9
127,Suffolk City ,3,M,N,N,N,144,80
127,Suffolk City ,3,M,N,N,Y,73,36
127,Suffolk City ,3,M,Y,N,N,12,9
127,Suffolk City ,3,M,Y,N,Y,11,7
127,Suffolk City ,4,M,N,N,N,11,9
127,Suffolk City ,5,M,N,N,N,132,73
127,Suffolk City ,5,M,N,N,Y,11,4
127,Suffolk City ,99,M,N,N,N,12,8
128,Virginia Beach City ,2,F,N,N,N,123,107
128,Virginia Beach City ,2,F,N,N,Y,36,33
128,Virginia Beach City ,2,F,N,Y,Y,13,9
128,Virginia Beach City ,3,F,N,N,N,234,171
128,Virginia Beach City ,3,F,N,N,Y,286,176
128,Virginia Beach City ,3,F,Y,N,N,11,4
128,Virginia Beach City ,3,F,Y,N,Y,21,11
128,Virginia Beach City ,4,F,N,N,N,130,103
128,Virginia Beach City ,4,F,N,N,Y,73,44
128,Virginia Beach City ,5,F,N,N,N,1001,825
128,Virginia Beach City ,5,F,N,N,Y,153,112
128,Virginia Beach City ,5,F,Y,N,N,30,15
128,Virginia Beach City ,5,F,Y,N,Y,10,2
128,Virginia Beach City ,99,F,N,N,N,116,77
128,Virginia Beach City ,99,F,N,N,Y,60,43
128,Virginia Beach City ,2,M,N,N,N,93,69
128,Virginia Beach City ,2,M,N,Y,N,13,7
128,Virginia Beach City ,2,M,N,N,Y,16,8
128,Virginia Beach City ,2,M,N,Y,Y,11,6
128,Virginia Beach City ,3,M,N,N,N,242,135
128,Virginia Beach City ,3,M,N,N,Y,240,123
128,Virginia Beach City ,3,M,Y,N,N,17,10
128,Virginia Beach City ,3,M,Y,N,Y,44,13
128,Virginia Beach City ,4,M,N,N,N,114,73
128,Virginia Beach City ,4,M,N,N,Y,65,42
128,Virginia Beach City ,5,M,N,N,N,998,718
128,Virginia Beach City ,5,M,N,N,Y,150,70
128,Virginia Beach City ,5,M,Y,N,N,69,29
128,Virginia Beach City ,5,M,Y,N,Y,29,3
128,Virginia Beach City ,99,M,N,N,N,112,80
128,Virginia Beach City ,99,M,N,N,Y,50,26
130,Waynesboro City ,3,F,N,N,Y,10,4
130,Waynesboro City ,5,F,N,N,N,49,33
130,Waynesboro City ,5,F,N,N,Y,14,7
130,Waynesboro City ,5,M,N,N,N,40,29
130,Waynesboro City ,5,M,N,N,Y,14,4
131,Williamsburg-James City County ,3,F,N,N,N,26,23
131,Williamsburg-James City County ,3,F,N,N,Y,31,16
131,Williamsburg-James City County ,4,F,N,N,N,20,16
131,Williamsburg-James City County ,5,F,N,N,N,232,193
131,Williamsburg-James City County ,5,F,N,N,Y,25,18
131,Williamsburg-James City County ,5,F,Y,N,N,11,6
131,Williamsburg-James City County ,99,F,N,N,N,14,14
131,Williamsburg-James City County ,99,F,N,N,Y,10,8
131,Williamsburg-James City County ,3,M,N,N,N,21,12
131,Williamsburg-James City County ,3,M,N,N,Y,29,11
131,Williamsburg-James City County ,3,M,Y,N,Y,11,2
131,Williamsburg-James City County ,4,M,N,N,N,12,9
131,Williamsburg-James City County ,5,M,N,N,N,235,173
131,Williamsburg-James City County ,5,M,N,N,Y,26,14
131,Williamsburg-James City County ,5,M,Y,N,N,25,11
131,Williamsburg-James City County ,99,M,N,N,N,17,13
132,Winchester City ,5,F,N,N,N,58,50
132,Winchester City ,99,F,N,N,N,16,8
132,Winchester City ,4,M,N,N,N,13,3
132,Winchester City ,4,M,N,Y,N,10,2
132,Winchester City ,5,M,N,N,N,53,39
132,Winchester City ,99,M,N,N,N,13,6
135,Franklin City ,3,F,N,N,Y,17,10
135,Franklin City ,3,M,N,N,N,13,8
136,Chesapeake City ,2,F,N,N,N,27,26
136,Chesapeake City ,3,F,N,N,N,237,191
136,Chesapeake City ,3,F,N,N,Y,230,153
136,Chesapeake City ,3,F,Y,N,Y,15,7
136,Chesapeake City ,4,F,N,N,N,63,53
136,Chesapeake City ,4,F,N,N,Y,27,14
136,Chesapeake City ,5,F,N,N,N,590,478
136,Chesapeake City ,5,F,N,N,Y,66,38
136,Chesapeake City ,5,F,Y,N,N,28,21
136,Chesapeake City ,5,F,Y,N,Y,12,4
136,Chesapeake City ,99,F,N,N,N,60,44
136,Chesapeake City ,99,F,N,N,Y,23,14
136,Chesapeake City ,2,M,N,N,N,33,23
136,Chesapeake City ,3,M,N,N,N,171,118
136,Chesapeake City ,3,M,N,N,Y,169,85
136,Chesapeake City ,3,M,Y,N,N,23,13
136,Chesapeake City ,3,M,Y,N,Y,31,14
136,Chesapeake City ,4,M,N,N,N,57,35
136,Chesapeake City ,4,M,N,N,Y,19,11
136,Chesapeake City ,5,M,N,N,N,621,436
136,Chesapeake City ,5,M,N,N,Y,72,37
136,Chesapeake City ,5,M,Y,N,N,59,31
136,Chesapeake City ,5,M,Y,N,Y,12,4
136,Chesapeake City ,99,M,N,N,N,68,50
139,Salem City ,5,F,N,N,N,85,68
139,Salem City ,5,M,N,N,N,93,72
142,Poquoson City ,5,F,N,N,N,66,58
142,Poquoson City ,5,M,N,N,N,78,57
143,Manassas City ,3,F,N,N,N,21,19
143,Manassas City ,3,F,N,N,Y,10,7
143,Manassas City ,4,F,N,N,N,29,21
143,Manassas City ,4,F,N,N,Y,26,18
143,Manassas City ,4,F,N,Y,Y,32,9
143,Manassas City ,5,F,N,N,N,56,40
143,Manassas City ,99,F,N,N,N,10,9
143,Manassas City ,3,M,N,N,N,19,10
143,Manassas City ,4,M,N,N,N,26,13
143,Manassas City ,4,M,N,Y,N,12,3
143,Manassas City ,4,M,N,N,Y,19,6
143,Manassas City ,4,M,N,Y,Y,26,4
143,Manassas City ,5,M,N,N,N,48,30
144,Manassas Park City ,4,F,N,N,N,16,10
144,Manassas Park City ,4,F,N,N,Y,16,11
144,Manassas Park City ,4,F,N,Y,Y,18,6
144,Manassas Park City ,5,F,N,N,N,17,15
144,Manassas Park City ,2,M,N,N,N,10,8
144,Manassas Park City ,4,M,N,N,Y,13,10
144,Manassas Park City ,4,M,N,Y,Y,13,5
144,Manassas Park City ,5,M,N,N,N,24,16
207,West Point ,5,F,N,N,N,14,10
207,West Point ,5,M,N,N,N,18,11
